dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32
test_FD001,999124,24,75,2018-04-04 14:33:42,FRON,KAUS,KLAS,0.0006,-0.0004,100,518.67,642.33,1592.17,1396.92,14.62,21.61,554.41,2388,9072.75,1.3,47.12,523.04,2388.01,8149.76,8.393,0.03,393,2388,100,38.9,23.3814
test_FD001,999124,24,76,2018-04-04 17:21:39,FRON,KAUS,KIAD,-0.0007,-0.0003,100,518.67,641.41,1585.39,1395.49,14.62,21.61,554.38,2387.94,9069.52,1.3,47.15,522.65,2387.97,8147.99,8.4159,0.03,391,2388,100,39.04,23.3169
test_FD001,999124,24,77,2018-04-04 17:21:39,FRON,KAUS,KIAD,0.0009,0.0001,100,518.67,641.72,1583.22,1398.59,14.62,21.61,554.06,2388,9072.56,1.3,47.18,522.21,2388.02,8150.86,8.3855,0.03,391,2388,100,39.04,23.4064
test_FD001,999124,24,78,2018-04-04 18:27:11,FRON,KLAS,KSAT,0.0034,-0.0002,100,518.67,642.13,1586.54,1397.11,14.62,21.61,555.06,2387.98,9070.14,1.3,47.28,522.12,2388.01,8148.74,8.4092,0.03,392,2388,100,39.05,23.3036
test_FD001,999124,24,79,2018-04-04 21:37:31,FRON,KSAT,KLAS,0.0048,0.0001,100,518.67,642.07,1584.06,1400.76,14.62,21.61,553.91,2388.02,9066.02,1.3,47.37,522.57,2387.97,8149.4,8.4166,0.03,391,2388,100,38.93,23.3686
test_FD001,999124,24,80,2018-04-05 02:52:40,FRON,KLAS,KMIA,0.0005,0.0001,100,518.67,642.19,1584.98,1401.97,14.62,21.61,553.8,2387.99,9065.61,1.3,47.52,523.2,2388.04,8153.49,8.3714,0.03,392,2388,100,39.03,23.4801
test_FD001,999124,24,81,2018-04-05 06:05:27,FRON,KLAS,KMIA,0.0031,-0.0004,100,518.67,642.17,1586.72,1396.07,14.62,21.61,553.66,2387.97,9069.7,1.3,47.3,521.72,2388,8148.32,8.4047,0.03,392,2388,100,38.96,23.3708
test_FD001,999184,84,1,2018-01-01 05:14:26,FRON,KATL,KLGA,-0.0003,-0.0003,100,518.67,642.42,1585.46,1399.23,14.62,21.61,553.31,2388.11,9056.36,1.3,47.55,522.07,2388.02,8135.36,8.4445,0.03,392,2388,100,38.94,23.3887
test_FD001,999184,84,2,2018-01-01 08:37:27,FRON,KLGA,KCVG,0.0058,-0.0005,100,518.67,642.36,1580.43,1404.09,14.62,21.61,554.42,2388.08,9056.43,1.3,47.35,522.41,2388.09,8136.87,8.4203,0.03,391,2388,100,38.86,23.3332
test_FD001,999184,84,3,2018-01-01 11:26:07,FRON,KCVG,KDEN,-0.0006,-0.0002,100,518.67,642.43,1597.08,1398.13,14.62,21.61,553.47,2388.03,9057.21,1.3,47.51,521.36,2388.07,8135.76,8.4079,0.03,392,2388,100,38.85,23.3768
test_FD001,999184,84,4,2018-01-01 16:15:23,FRON,KDEN,KMKE,-0.0023,-0.0004,100,518.67,642.16,1586.96,1401.57,14.62,21.61,554.48,2388.05,9058.44,1.3,47.45,521.89,2388.1,8138.03,8.3995,0.03,392,2388,100,39.03,23.4083
test_FD001,999184,84,5,2018-01-01 19:17:43,FRON,KMKE,KRSW,0.0006,0.0001,100,518.67,642.27,1587.86,1404.71,14.62,21.61,553.61,2388.07,9057.68,1.3,47.32,521.99,2388.04,8133.72,8.4515,0.03,395,2388,100,39.07,23.4176
test_FD001,999184,84,6,2018-01-02 06:19:04,FRON,KRSW,KBUF,0.0002,-0.0002,100,518.67,642.38,1592.43,1404.36,14.62,21.61,553.86,2388.02,9056.84,1.3,47.43,521.61,2388.12,8133.98,8.3943,0.03,391,2388,100,38.7,23.3009
test_FD001,999184,84,7,2018-01-02 16:15:51,FRON,KDEN,KMKE,0.0012,0,100,518.67,642.32,1579.45,1404.22,14.62,21.61,553.74,2388.06,9057.78,1.3,47.41,521.73,2388.09,8128.76,8.4381,0.03,392,2388,100,38.9,23.3352
test_FD001,999184,84,8,2018-01-02 19:47:04,FRON,KBUF,KMIA,0.0003,0.0001,100,518.67,642.72,1586.43,1402.5,14.62,21.61,553.73,2388.12,9056.61,1.3,47.48,521.09,2388.09,8135.74,8.4233,0.03,391,2388,100,38.84,23.4073
test_FD001,999141,41,55,2018-01-10 07:52:56,FRON,KMSP,KTPA,0.0037,0.0002,100,518.67,642.43,1587.69,1400.26,14.62,21.61,553.94,2388.07,9041.93,1.3,47.25,521.78,2387.99,8131.11,8.3843,0.03,390,2388,100,38.96,23.4375
train_FD001,999015,15,67,2018-01-11 12:20:32,FRON,KDEN,KLAS,0.0029,-0.0001,100,518.67,642.43,1587.78,1401.92,14.62,21.61,554.12,2388.02,9056.53,1.3,47.43,522.09,2388.03,8139.92,8.3723,0.03,391,2388,100,39.08,23.4065
train_FD001,999015,15,68,2018-01-11 14:09:00,FRON,KLAS,KSLC,-0.0002,0.0003,100,518.67,642.18,1588.27,1398.2,14.62,21.61,554.79,2388.02,9058.06,1.3,47.41,522.34,2388,8139.26,8.4073,0.03,391,2388,100,39,23.385
train_FD001,999015,15,69,2018-01-11 15:08:13,FRON,KLAS,KSLC,0.0013,-0.0002,100,518.67,642.68,1589.72,1400.98,14.62,21.61,553.99,2388.01,9058.73,1.3,47.18,522.13,2388.03,8141.5,8.4173,0.03,391,2388,100,38.88,23.348
train_FD001,999015,15,70,2018-01-11 16:13:00,FRON,KSLC,KDEN,0.0015,0.0001,100,518.67,642.74,1591.35,1395.01,14.62,21.61,554.07,2388.04,9048.54,1.3,47.15,521.74,2388.1,8137.3,8.3911,0.03,391,2388,100,39.03,23.3286
train_FD001,999015,15,71,2018-01-11 16:30:22,FRON,KMCO,KCMH,0.0013,0.0002,100,518.67,642.06,1583.94,1399.22,14.62,21.61,554.39,2388.05,9055.59,1.3,47.22,521.83,2388.07,8135.57,8.4221,0.03,393,2388,100,38.95,23.387
train_FD001,999015,15,72,2018-01-11 17:12:14,FRON,KSLC,KDEN,0.0042,0.0001,100,518.67,642.51,1589.15,1395.3,14.62,21.61,553.68,2388.07,9060.95,1.3,47.35,522.01,2388.09,8139.31,8.4054,0.03,392,2388,100,38.79,23.4098
train_FD001,999015,15,73,2018-01-11 18:52:00,FRON,KDEN,KSLC,0.0017,0,100,518.67,642.22,1589.73,1393.1,14.62,21.61,554.46,2388.07,9059.81,1.3,47.42,522.17,2387.99,8138.24,8.3995,0.03,392,2388,100,39.06,23.348
train_FD001,999015,15,74,2018-01-11 19:51:22,FRON,KDEN,KSLC,-0.0006,0.0002,100,518.67,642.39,1581.07,1400.61,14.62,21.61,553.78,2388.02,9056.73,1.3,47.38,521.86,2388.03,8141.68,8.3951,0.03,393,2388,100,38.84,23.3774
train_FD001,999015,15,75,2018-01-11 21:15:00,FRON,KSLC,KLAS,-0.002,-0.0003,100,518.67,641.71,1582.81,1405.7,14.62,21.61,553.56,2388,9058,1.3,47.42,521.56,2388.01,8135.88,8.4127,0.03,393,2388,100,39.06,23.321
train_FD001,999015,15,76,2018-01-11 22:14:24,FRON,KSLC,KLAS,0.0011,0.0005,100,518.67,642.05,1579.46,1402.68,14.62,21.61,553.78,2388.03,9056.79,1.3,47.28,521.95,2388.07,8135.39,8.4212,0.03,392,2388,100,39.06,23.4102
train_FD001,999015,15,77,2018-01-12 00:37:00,FRON,KLAS,KRDU,-0.0064,-0.0001,100,518.67,642.37,1591.91,1404.17,14.62,21.61,554.3,2388.02,9053.94,1.3,47.27,521.64,2388.08,8139.82,8.4124,0.03,393,2388,100,38.79,23.42
train_FD001,999015,15,78,2018-01-12 01:36:40,FRON,KLAS,KRDU,0.002,-0.0002,100,518.67,642.63,1589.26,1404.83,14.62,21.61,553.59,2388.03,9054,1.3,47.31,521.65,2387.99,8140.99,8.4103,0.03,393,2388,100,38.93,23.4324
train_FD001,999015,15,79,2018-01-12 06:31:00,FRON,KRDU,KLAS,-0.0001,-0.0003,100,518.67,642.49,1588.93,1402.16,14.62,21.61,553.74,2388.05,9061.98,1.3,47.32,522.28,2388.03,8140.1,8.393,0.03,391,2388,100,38.93,23.3816
train_FD001,999015,15,80,2018-01-12 07:30:33,FRON,KRDU,KLAS,-0.0024,0.0002,100,518.67,642.44,1588.01,1399.93,14.62,21.61,553.94,2388.02,9065.49,1.3,47.29,521.79,2388.02,8138.92,8.4195,0.03,393,2388,100,38.99,23.2936
train_FD001,999015,15,81,2018-01-12 12:33:00,FRON,KLAS,KDEN,0.0024,0.0001,100,518.67,641.45,1590.8,1402.87,14.62,21.61,553.84,2388.04,9052.23,1.3,47.14,521.86,2388.03,8144.23,8.4226,0.03,392,2388,100,38.77,23.3585
train_FD001,999046,46,55,2018-01-12 15:04:00,FRON,KDEN,KMEM,0.0001,-0.0005,100,518.67,642.35,1584.95,1395.81,14.62,21.6,553.89,2388.04,9060.66,1.3,47.38,522.3,2387.96,8140.81,8.4068,0.03,390,2388,100,38.98,23.4058
train_FD001,999046,46,56,2018-01-12 16:03:54,FRON,KDEN,KMEM,0.001,0.0002,100,518.67,642.25,1589.59,1400.53,14.62,21.61,554.61,2388.01,9049.64,1.3,47.13,521.88,2388.05,8141.08,8.3642,0.03,393,2388,100,39,23.3348
train_FD001,999046,46,57,2018-01-12 18:07:00,FRON,KMEM,KDEN,0.0005,-0.0001,100,518.67,642.45,1582.07,1401.72,14.62,21.61,554.1,2388.06,9058.6,1.3,47.36,522.27,2387.98,8141.34,8.3901,0.03,391,2388,100,38.95,23.3921
train_FD001,999046,46,58,2018-01-12 19:07:05,FRON,KMEM,KDEN,-0.002,0.0004,100,518.67,642.12,1583.66,1395.97,14.62,21.61,554.2,2388.08,9058.63,1.3,47.29,522.17,2388.05,8140.95,8.4466,0.03,391,2388,100,39.02,23.4395
train_FD001,999046,46,59,2018-01-12 22:42:00,FRON,KDEN,KSLC,0.0016,0.0003,100,518.67,642.09,1589.3,1400.26,14.62,21.61,554.1,2388,9057.93,1.3,47.26,522.32,2388.05,8145.34,8.3898,0.03,392,2388,100,39.05,23.4893
train_FD001,999046,46,60,2018-01-12 23:41:38,FRON,KDEN,KSLC,-0.0015,0.0002,100,518.67,642.25,1584.69,1402.98,14.62,21.61,554.96,2387.98,9064.03,1.3,47.31,521.59,2388.01,8138.27,8.4166,0.03,391,2388,100,39.01,23.402
train_FD001,999046,46,61,2018-01-13 05:24:00,FRON,KSLC,KDEN,-0.0017,0.0002,100,518.67,642.14,1589.9,1401.17,14.62,21.61,554.7,2388.03,9054.08,1.3,47.24,522.66,2388.02,8139.34,8.3912,0.03,391,2388,100,39.15,23.3576
train_FD001,999046,46,62,2018-01-13 06:23:55,FRON,KSLC,KDEN,0.0015,0.0004,100,518.67,642.31,1589.09,1399.28,14.62,21.61,554.16,2388.01,9055.95,1.3,47.31,521.75,2388.03,8136.66,8.4073,0.03,392,2388,100,39.11,23.415
train_FD001,999046,46,63,2018-01-13 09:20:00,FRON,KDEN,KAUS,-0.0005,0.0003,100,518.67,642.33,1586.11,1398.41,14.62,21.61,554.85,2388.02,9060.42,1.3,47.22,521.69,2388.02,8141.37,8.3629,0.03,391,2388,100,39.18,23.3154
train_FD001,999046,46,64,2018-01-13 10:19:59,FRON,KDEN,KAUS,-0.0013,0.0004,100,518.67,642.06,1581.5,1403.97,14.62,21.61,553.93,2388.08,9060.87,1.3,47.15,521.6,2388.01,8142.52,8.4275,0.03,391,2388,100,39,23.3966
train_FD001,999046,46,65,2018-01-13 12:51:00,FRON,KAUS,KLAS,0.0021,-0.0003,100,518.67,642.56,1588.31,1404.25,14.62,21.61,554.16,2388.05,9055.11,1.3,47.43,521.92,2388.01,8140.16,8.4221,0.03,392,2388,100,38.9,23.4498
train_FD001,999046,46,66,2018-01-13 13:51:10,FRON,KAUS,KLAS,0.0018,-0.0001,100,518.67,642.09,1585.39,1403.38,14.62,21.61,554.71,2388.06,9057.05,1.3,47.25,521.87,2388.02,8139.85,8.4037,0.03,392,2388,100,38.8,23.322
train_FD001,999046,46,67,2018-01-13 17:20:20,FRON,KLAS,KCOS,0.0011,-0.0003,100,518.67,642.3,1584.56,1396.58,14.62,21.61,554.3,2388.03,9065.47,1.3,47.34,522.47,2388.1,8145.32,8.4204,0.03,393,2388,100,39.15,23.4501
train_FD001,999046,46,68,2018-01-13 18:56:00,FRON,KCOS,KLAS,-0.0039,0.0005,100,518.67,642.17,1584.41,1402.55,14.62,21.61,554.12,2388.06,9056.69,1.3,47.47,522.06,2388.1,8143.94,8.4433,0.03,390,2388,100,39,23.3571
train_FD001,999046,46,69,2018-01-13 19:55:16,FRON,KCOS,KLAS,0.0031,-0.0005,100,518.67,642.03,1589.15,1406.25,14.62,21.61,554.23,2388.02,9068.88,1.3,47.13,522,2388.04,8141.25,8.3737,0.03,393,2388,100,38.85,23.3725
test_FD001,999141,41,56,2018-01-10 13:03:00,FRON,KTPA,KMCI,-0.0004,0.0002,100,518.67,642.19,1589.35,1401.04,14.62,21.61,554.78,2388.07,9046.17,1.3,47.12,522.32,2388,8127.85,8.3911,0.03,394,2388,100,39.07,23.3373
test_FD001,999141,41,57,2018-01-10 14:02:46,FRON,KTPA,KMCI,0.0003,0.0003,100,518.67,642.23,1588.45,1397.48,14.62,21.61,553.7,2388.05,9045.19,1.3,47.24,522.47,2388.09,8125.8,8.4013,0.03,392,2388,100,39.04,23.3194
test_FD001,999141,41,58,2018-01-10 16:39:00,FRON,KMCI,KTPA,-0.0007,-0.0001,100,518.67,642.05,1579.39,1399.87,14.62,21.61,553.88,2388.1,9042.1,1.3,47.17,522.47,2388.07,8128.75,8.4037,0.03,391,2388,100,38.88,23.4484
test_FD001,999141,41,59,2018-01-10 17:38:23,FRON,KMCI,KTPA,0.0008,-0.0001,100,518.67,642.19,1578.23,1401.01,14.62,21.61,553.79,2388.04,9057.28,1.3,47.4,522.14,2388.07,8136.95,8.365,0.03,393,2388,100,39.09,23.3289
test_FD001,999141,41,60,2018-01-10 20:40:00,FRON,KTPA,KMSP,0.0003,0.0002,100,518.67,642.57,1589.58,1404.34,14.62,21.61,553.94,2388.06,9054.11,1.3,47.09,522.08,2388.09,8131.72,8.3902,0.03,393,2388,100,39.09,23.4218
test_FD001,999141,41,61,2018-01-10 21:40:20,FRON,KTPA,KMSP,0.0013,-0.0004,100,518.67,642.52,1588.56,1403.99,14.62,21.61,554.47,2388.08,9050.03,1.3,47.38,521.61,2388.11,8131.85,8.3854,0.03,391,2388,100,39.08,23.284
test_FD001,999141,41,62,2018-01-11 11:19:00,FRON,KMSP,KDEN,0.003,-0.0004,100,518.67,642,1589.09,1398.73,14.62,21.61,554.88,2388.07,9042.02,1.3,47.45,521.87,2388.05,8130.87,8.4152,0.03,392,2388,100,38.88,23.459
test_FD001,999141,41,63,2018-01-11 11:19:45,FRON,KMSP,,0.0014,0.0003,100,518.67,642.22,1583.15,1401.51,14.62,21.61,553.74,2388.11,9047.32,1.3,47.29,522.35,2388.02,8132.74,8.4017,0.03,393,2388,100,38.76,23.4143
test_FD001,999141,41,64,2018-01-11 12:19:07,FRON,KMSP,KDEN,0.004,0.0004,100,518.67,642.08,1577.39,1401.59,14.62,21.61,554.34,2388,9047.39,1.3,47.08,522.07,2388.04,8129.28,8.3776,0.03,392,2388,100,38.92,23.3664
test_FD001,999141,41,65,2018-01-11 14:07:00,FRON,KDEN,KTPA,0.0011,0.0001,100,518.67,642.35,1582.45,1401.12,14.62,21.61,553.93,2388.01,9047.33,1.3,47.34,521.55,2388.05,8127.65,8.384,0.03,392,2388,100,39,23.3901
test_FD001,999141,41,66,2018-01-11 15:06:25,FRON,KDEN,KTPA,-0.0015,0.0001,100,518.67,641.96,1581.58,1398.09,14.62,21.61,553.32,2388.07,9037.73,1.3,47.22,522.51,2388.09,8129.67,8.4197,0.03,393,2388,100,38.8,23.445
test_FD001,999141,41,67,2018-01-11 18:52:00,FRON,KTPA,KDEN,0,-0.0005,100,518.67,642.33,1592.5,1407.96,14.62,21.6,554.52,2388.04,9047.84,1.3,47.38,522.02,2388.06,8129.53,8.4124,0.03,393,2388,100,38.95,23.4271
test_FD001,999141,41,68,2018-01-11 19:51:41,FRON,KTPA,KDEN,-0.0005,0,100,518.67,642.28,1586.97,1404.06,14.62,21.61,554.49,2388.06,9048.56,1.3,47.23,522.19,2388.06,8131.53,8.4303,0.03,392,2388,100,39.11,23.3967
test_FD001,999141,41,69,2018-01-12 07:07:00,FRON,KDEN,KDCA,-0.0003,-0.0003,100,518.67,642.6,1592.64,1400.1,14.62,21.61,554.44,2388.02,9043.52,1.3,47.27,522.06,2388.05,8126.72,8.3669,0.03,391,2388,100,38.97,23.414
test_FD001,999141,41,70,2018-01-12 08:07:12,FRON,KDEN,KDCA,-0.0004,0.0004,100,518.67,642.28,1586.07,1403.13,14.62,21.61,553.66,2388.08,9048.18,1.3,47.17,522.37,2388.02,8128.49,8.4007,0.03,394,2388,100,39.06,23.3401
test_FD001,999141,41,71,2018-01-12 11:19:00,FRON,KDCA,KDEN,-0.0015,0,100,518.67,642.2,1573.28,1399.37,14.62,21.61,553.77,2388.08,9044.97,1.3,47.32,522.46,2388.11,8132.98,8.4185,0.03,393,2388,100,38.8,23.4501
test_FD001,999141,41,72,2018-01-12 12:19:19,FRON,KDCA,KDEN,-0.0015,0,100,518.67,642.35,1583.32,1404.51,14.62,21.61,553.54,2388.04,9049.43,1.3,47.34,521.78,2388.04,8124.93,8.4197,0.03,391,2388,100,38.88,23.2925
test_FD001,999141,41,73,2018-01-12 17:12:00,FRON,KDEN,KLAX,0.0007,0.0001,100,518.67,642.71,1585.78,1400,14.62,21.61,553.83,2388.08,9045.43,1.3,47.36,521.5,2388.09,8131.09,8.4092,0.03,392,2388,100,39.15,23.488
test_FD001,999141,41,74,2018-01-12 18:12:07,FRON,KDEN,KLAX,0.0014,-0.0001,100,518.67,642.42,1596.79,1404.62,14.62,21.61,553.7,2388.04,9047.68,1.3,47.26,521.67,2388.06,8131.68,8.443,0.03,392,2388,100,39.01,23.4428
test_FD001,999141,41,75,2018-01-12 20:32:00,FRON,KLAX,KDEN,-0.0015,-0.0004,100,518.67,642.44,1583.85,1398.7,14.62,21.61,553.83,2388.04,9045.45,1.3,47.38,522.35,2388.06,8126.01,8.4252,0.03,391,2388,100,38.84,23.3665
test_FD001,999141,41,76,2018-01-12 21:31:39,FRON,KLAX,KDEN,-0.003,0.0004,100,518.67,642.36,1591.36,1400.02,14.62,21.61,553.88,2388.09,9036,1.3,47.45,521.69,2388.11,8123.82,8.3888,0.03,391,2388,100,38.8,23.4441
test_FD001,999141,41,77,2018-01-13 10:14:00,FRON,KDEN,KOKC,-0.0012,-0.0001,100,518.67,642.35,1580.19,1396.42,14.62,21.61,554.05,2388.09,9050.08,1.3,47.35,521.8,2388.06,8131.42,8.3948,0.03,392,2388,100,38.76,23.4223
test_FD001,999141,41,78,2018-01-13 11:13:34,FRON,KDEN,KOKC,0.0029,0.0001,100,518.67,642.48,1583.66,1403.93,14.62,21.61,554.07,2388.07,9050.58,1.3,47.55,521.66,2388.13,8123.85,8.4243,0.03,393,2388,100,38.82,23.2702
test_FD001,999141,41,79,2018-01-13 13:24:30,FRON,KOKC,KMCO,-0.0036,-0.0002,100,518.67,641.66,1591.23,1395.86,14.62,21.61,554.73,2388.08,9048.58,1.3,47.32,521.72,2388.1,8131.65,8.4387,0.03,393,2388,100,38.86,23.4482
test_FD001,999141,41,80,2018-01-13 16:23:00,FRON,KMCO,KSAN,0,-0.0004,100,518.67,642.78,1576.79,1407.82,14.62,21.61,553.69,2388.04,9039.91,1.3,47.29,521.68,2388.1,8130.08,8.4146,0.03,392,2388,100,38.93,23.2818
test_FD001,999141,41,81,2018-01-13 17:22:22,FRON,KMCO,KSAN,-0.001,-0.0005,100,518.67,642.63,1592.43,1397.97,14.62,21.61,554.55,2388.08,9047.68,1.3,47.5,522,2388.04,8134.28,8.3803,0.03,391,2388,100,38.88,23.3151
test_FD001,999158,58,55,2018-01-10 00:07:15,FRON,KSNA,KDEN,-0.0012,0.0004,100,518.67,642.08,1581.12,1406.07,14.62,21.61,554.26,2388.04,9046.77,1.3,47.31,521.79,2388.08,8134.09,8.4069,0.03,392,2388,100,39,23.4591
test_FD001,999158,58,56,2018-01-10 12:21:00,FRON,KDEN,KMCO,-0.0005,-0.0003,100,518.67,642.49,1594.32,1398.1,14.62,21.61,554.73,2388.04,9042.62,1.3,47.35,521.58,2388.01,8131.97,8.4229,0.03,391,2388,100,39.18,23.2507
test_FD001,999158,58,57,2018-01-10 13:18:12,FRON,KDEN,KMCO,0.001,0.0001,100,518.67,641.95,1593.4,1397.1,14.62,21.61,553.65,2388.07,9047.35,1.3,47.52,522.09,2388.04,8135.6,8.4077,0.03,392,2388,100,38.84,23.4801
test_FD001,999158,58,58,2018-01-11 06:10:00,FRON,KMCO,KTYS,-0.0002,-0.0003,100,518.67,642.8,1592.41,1396.97,14.62,21.61,554.2,2388.03,9045.29,1.3,47.36,522.66,2388.07,8129.71,8.3938,0.03,392,2388,100,38.86,23.4604
train_FD001,999046,46,70,2018-01-13 22:59:00,FRON,KLAS,KIAD,-0.0002,0.0001,100,518.67,641.86,1578,1409.16,14.62,21.61,554.85,2388.03,9055.15,1.3,47.08,522.17,2388.09,8143.54,8.3892,0.03,394,2388,100,39.17,23.3686
train_FD001,999046,46,71,2018-01-13 22:59:00,FRON,KLAS,KIAD,0.0012,0.0002,100,518.67,642.11,1588.49,1405.23,14.62,21.61,553.52,2388.04,9052.49,1.3,47.32,522.33,2388.03,8141.14,8.4228,0.03,392,2388,100,38.85,23.3221
train_FD001,999046,46,72,2018-01-14 04:19:00,FRON,KIAD,KAUS,0.001,-0.0004,100,518.67,642.87,1579.88,1398.14,14.62,21.61,554.22,2388.01,9062.32,1.3,47.45,522.31,2387.99,8139.62,8.405,0.03,391,2388,100,38.97,23.4215
train_FD001,999046,46,73,2018-01-14 04:19:00,FRON,KIAD,KAUS,0.0018,0.0001,100,518.67,642.41,1584.35,1403.2,14.62,21.61,554.18,2388.03,9057.24,1.3,47.26,522.21,2388.01,8142.93,8.4067,0.03,392,2388,100,38.99,23.4489
train_FD001,999046,46,74,2018-01-14 05:18:51,FRON,KIAD,KAUS,-0.0008,-0.0002,100,518.67,642.06,1580.11,1396.37,14.62,21.61,553.86,2388.06,9051.95,1.3,47.46,521.87,2388.03,8137.15,8.4094,0.03,392,2388,100,38.67,23.4419
train_FD001,999046,46,75,2018-01-14 05:18:51,FRON,KIAD,KAUS,0.002,-0.0003,100,518.67,642.12,1576.85,1396.1,14.62,21.61,554.75,2388.04,9057.68,1.3,47.28,521.71,2388.11,8143.14,8.4316,0.03,392,2388,100,38.93,23.3224
train_FD001,999046,46,76,2018-01-14 08:52:00,FRON,KAUS,KONT,0.002,-0.0001,100,518.67,641.61,1590.28,1399.41,14.62,21.61,553.77,2388.04,9056.82,1.3,47.38,521.64,2388.03,8138.28,8.4092,0.03,392,2388,100,38.9,23.4433
train_FD001,999046,46,77,2018-01-14 09:51:45,FRON,KAUS,KONT,0.004,-0.0005,100,518.67,642.82,1585.61,1403.76,14.62,21.61,553.71,2388.05,9060.45,1.3,47.27,522.19,2387.98,8144.58,8.4099,0.03,394,2388,100,38.94,23.237
train_FD001,999046,46,78,2018-01-14 12:55:00,FRON,KONT,KAUS,0.0022,-0.0004,100,518.67,642.36,1580.69,1403.84,14.62,21.61,553.26,2388,9056.51,1.3,47.39,522.01,2388.07,8138.85,8.406,0.03,392,2388,100,38.84,23.3283
train_FD001,999046,46,79,2018-01-14 13:54:20,FRON,KONT,KAUS,0.0037,-0.0002,100,518.67,642.22,1589.39,1402.52,14.62,21.61,553.91,2388.03,9057.94,1.3,47.36,522.14,2388.05,8142,8.4207,0.03,391,2388,100,38.97,23.3124
train_FD001,999046,46,80,2018-01-14 17:20:39,FRON,KLAS,KCOS,-0.0043,0.0001,100,518.67,643.06,1588.51,1403.22,14.62,21.61,553.87,2388.01,9063.61,1.3,47.28,522.07,2388.02,8141.2,8.41,0.03,395,2388,100,39.17,23.4114
train_FD001,999046,46,81,2018-01-14 18:03:03,FRON,KAUS,KIAD,0.0021,-0.0004,100,518.67,642.32,1590.31,1402.71,14.62,21.61,554.02,2388.05,9059.45,1.3,47.29,521.58,2388.07,8139.26,8.411,0.03,393,2388,100,39.03,23.3797
train_FD001,999025,25,55,2018-05-11 18:22:37,FRON,KDCA,KDEN,-0.0007,-0.0002,100,518.67,643.12,1585.64,1403.97,14.62,21.61,553.06,2388.07,9060.28,1.3,47.62,520.93,2388.08,8137.28,8.4339,0.03,394,2388,100,38.67,23.2313
train_FD001,999025,25,56,2018-05-11 23:19:01,FRON,KDEN,KSFO,0.0006,-0.0003,100,518.67,642.96,1592.63,1411.29,14.62,21.61,553.95,2388.13,9051.09,1.3,47.51,522.02,2388.11,8137.78,8.4203,0.03,394,2388,100,38.89,23.3974
train_FD001,999025,25,57,2018-05-12 03:04:26,FRON,KSFO,KDEN,-0.0035,0.0003,100,518.67,642.95,1594.29,1410.37,14.62,21.61,553.57,2388.09,9066.58,1.3,47.5,521.34,2388.14,8138.94,8.4315,0.03,393,2388,100,38.77,23.2941
train_FD001,999025,25,58,2018-05-12 09:48:00,FRON,KDEN,KSNA,0.0033,0.0005,100,518.67,642.36,1587.37,1415.06,14.62,21.61,553.2,2388.14,9060.38,1.3,47.43,521.74,2388.15,8138.69,8.4228,0.03,394,2388,100,38.9,23.3402
train_FD001,999025,25,59,2018-05-12 13:04:00,FRON,KSNA,KDEN,0,-0.0001,100,518.67,642.81,1587.45,1411.1950000000002,14.62,21.61,552.92,2388.04,9059.44,1.3,47.52,521.13,2388.08,8144.07,8.4406,0.03,394,2388,100,38.93,23.1738
train_FD001,999025,25,60,2018-05-12 16:51:00,FRON,KDEN,KMIA,0.0002,-0.0002,100,518.67,642.7,1594.11,1407.2,14.62,21.61,553.16,2388.13,9063.8,1.3,47.62,521.51,2388.13,8137.64,8.4331,0.03,392,2388,100,38.88,23.3665
train_FD001,999025,25,61,2018-05-12 21:37:00,FRON,KMIA,TJSJ,0.0015,-0.0003,100,518.67,643.11,1592.39,1412.205,14.62,21.61,552.98,2388.11,9057.6,1.3,47.55,521.26,2388.14,8139.36,8.4129,0.03,394,2388,100,38.7,23.2871
train_FD001,999025,25,62,2018-05-13 06:31:40,FRON,TJSJ,KMIA,0.0004,-0.0004,100,518.67,643.21,1590.53,1407.72,14.62,21.61,552.78,2388.15,9055.53,1.3,47.69,521.09,2388.14,8145.19,8.4631,0.03,393,2388,100,38.69,23.1287
train_FD001,999025,25,63,2018-05-13 10:03:17,FRON,KMIA,KDEN,0.0003,-0.0002,100,518.67,642.71,1593.85,1409.66,14.62,21.61,552.72,2388.12,9061.56,1.3,47.64,521.37,2388.06,8141.76,8.4357,0.03,394,2388,100,38.71,23.1922
train_FD001,999025,25,64,2018-05-13 14:49:33,FRON,KDEN,KSLC,-0.0016,0.0003,100,518.67,642.78,1585.02,1410.49,14.62,21.61,553.13,2388.09,9053.39,1.3,47.54,521.36,2388.15,8138.14,8.4626,0.03,392,2388,100,38.83,23.2199
train_FD001,999025,25,65,2018-05-13 17:16:25,FRON,KSLC,KDEN,0.0038,0.0004,100,518.67,642.63,1591.29,1410.75,14.62,21.61,553.32,2388.11,9056.76,1.3,47.48,521.6,2388.11,8139.67,8.4491,0.03,395,2388,100,38.62,23.2091
