dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32
test_FD001,999151,51,67,2018-02-16 11:24:04,PGT,LTAF,LTFJ,-0.0025,0.0004,100,518.67,641.97,1587.84,1406.87,14.62,21.61,553.46,2388.1,9042.5,1.3,47.52,521.65,2388.05,8127.38,8.4409,0.03,392,2388,100,38.83,23.4047
test_FD001,999151,51,68,2018-02-16 19:55:00,PGT,LTBO,LTFJ,0.0004,-0.0003,100,518.67,642.26,1585.26,1404.58,14.62,21.61,553.68,2388.12,9047.06,1.3,47.35,521.33,2388.09,8134.42,8.4081,0.03,392,2388,100,38.85,23.3402
test_FD001,999151,51,69,2018-02-16 21:11:41,PGT,LTBO,LTFJ,-0.0007,0.0001,100,518.67,642.24,1596.43,1405.95,14.62,21.61,553.93,2388.08,9046.89,1.3,47.29,521.99,2388.12,8134.94,8.4097,0.03,391,2388,100,38.78,23.413
test_FD001,999151,51,70,2018-02-16 22:35:00,PGT,LTFJ,EHAM,0.0011,0.0001,100,518.67,642.42,1584.2,1406.03,14.62,21.61,553.66,2388.11,9042.21,1.3,47.33,521.74,2388.09,8131.84,8.4165,0.03,393,2388,100,38.75,23.3818
test_FD001,999151,51,71,2018-02-17 00:01:57,PGT,LTFJ,EHAM,0.0015,0.0003,100,518.67,642.11,1587.7,1408.63,14.62,21.61,554.09,2388.09,9046.32,1.3,47.4,521.64,2388.07,8134.1,8.3984,0.03,392,2388,100,38.92,23.373
test_FD001,999151,51,72,2018-02-17 04:57:16,PGT,EHAM,LTFJ,0.003,-0.0002,100,518.67,642.49,1589.59,1404.75,14.62,21.61,554.24,2388.08,9046.34,1.3,47.26,522.03,2388.12,8133.62,8.4612,0.03,393,2388,100,38.97,23.3406
test_FD001,999151,51,73,2018-02-17 07:52:59,PGT,LTFJ,,0.0002,-0.0004,100,518.67,641.82,1583.8,1405.31,14.62,21.61,553.29,2388.14,9049.98,1.3,47.52,521.33,2388.06,8131.75,8.4615,0.03,391,2388,100,38.85,23.2348
test_FD001,999151,51,74,2018-02-17 08:52:05,PGT,LTFJ,LTBS,-0.0009,-0.0002,100,518.67,643.08,1584.57,1409.38,14.62,21.61,553.91,2388.06,9052.03,1.3,47.46,521.35,2388.1,8137.15,8.4024,0.03,394,2388,100,38.98,23.4486
test_FD001,999151,51,75,2018-02-17 10:34:59,PGT,LTBS,LTFJ,-0.0017,-0.0001,100,518.67,642.69,1583,1402.96,14.62,21.61,553.64,2388.12,9051.56,1.3,47.34,521.91,2388.07,8131.16,8.4263,0.03,393,2388,100,38.86,23.3333
test_FD001,999151,51,76,2018-02-17 13:49:49,PGT,LTFJ,LTBJ,0.0002,-0.0001,100,518.67,641.99,1585.84,1399.59,14.62,21.61,553.87,2388.1,9054.72,1.3,47.46,521.58,2388.03,8133.85,8.4429,0.03,392,2388,100,38.91,23.4101
test_FD001,999151,51,77,2018-02-17 14:48:55,PGT,LTFJ,LTBJ,-0.0013,0.0003,100,518.67,642.1,1581.45,1393.84,14.62,21.61,553.41,2388.11,9054.86,1.3,47.39,521.48,2388.02,8131.44,8.3843,0.03,393,2388,100,39.07,23.2376
test_FD001,999151,51,78,2018-02-17 21:15:02,PGT,LTBJ,LTFJ,0.0021,-0.0005,100,518.67,642.4,1583.51,1405.91,14.62,21.61,553.59,2388.07,9047.96,1.3,47.36,521.78,2388.1,8127.78,8.4356,0.03,394,2388,100,38.84,23.2776
test_FD001,999151,51,79,2018-02-17 23:21:01,PGT,LTFJ,LTAJ,-0.0029,0.0004,100,518.67,642,1584.36,1410.38,14.62,21.61,553.27,2388.12,9051.58,1.3,47.62,521.69,2388.05,8127.01,8.4375,0.03,393,2388,100,38.89,23.3991
test_FD001,999151,51,80,2018-02-18 01:13:48,PGT,LTAJ,LTFJ,-0.0022,-0.0001,100,518.67,642.16,1589.23,1403.2,14.62,21.61,553.72,2388.06,9046.34,1.3,47.43,521.71,2388.04,8134.88,8.4042,0.03,393,2388,100,38.81,23.2474
test_FD001,999151,51,81,2018-02-18 03:40:09,PGT,LTFJ,LIPE,0.0023,-0.0004,100,518.67,642.27,1588.93,1404.78,14.62,21.61,553.2,2388.14,9053.9,1.3,47.34,521.87,2388.05,8133.24,8.4566,0.03,395,2388,100,38.81,23.338
train_FD001,999040,40,61,2018-07-11 14:47:41,PGT,LTFJ,OBBI,0.0018,0.0001,100,518.67,642.68,1591.1,1411.7350000000001,14.62,21.61,552.89,2388.08,9064.99,1.3,47.76,520.82,2388.12,8143.16,8.4455,0.03,394,2388,100,38.73,23.3222
train_FD001,999040,40,62,2018-07-11 19:15:00,PGT,OBBI,LTFJ,0.002,0.0003,100,518.67,642.44,1594.5,1412.15,14.62,21.61,553.67,2388.16,9065.59,1.3,47.6,521.29,2388.13,8142.77,8.4906,0.03,396,2388,100,38.67,23.1859
train_FD001,999040,40,63,2018-07-12 00:41:24,PGT,LTFJ,LTAI,0.0029,-0.0003,100,518.67,642.56,1593.36,1410.37,14.62,21.61,552.55,2388.15,9068.94,1.3,47.68,521.22,2388.13,8143.24,8.4554,0.03,394,2388,100,38.82,23.2319
train_FD001,999040,40,64,2018-07-12 02:17:00,PGT,LTAI,LTFJ,0.0029,-0.0001,100,518.67,642.61,1592.13,1410.35,14.62,21.61,552.92,2388.15,9069.26,1.3,47.86,521.23,2388.14,8142.5,8.4719,0.03,393,2388,100,38.6,23.1742
train_FD001,999040,40,65,2018-07-12 04:23:03,PGT,LTFJ,LTAI,-0.0021,0.0004,100,518.67,642.92,1589.92,1415.12,14.62,21.61,553.04,2388.08,9062.74,1.3,47.7,521.24,2388.15,8139.36,8.4421,0.03,393,2388,100,38.8,23.1153
train_FD001,999040,40,66,2018-07-12 06:03:00,PGT,LTAI,LTFJ,-0.0015,-0.0001,100,518.67,642.88,1596.55,1415.645,14.62,21.61,553.43,2388.13,9064.8,1.3,47.85,521.14,2388.14,8145.42,8.4694,0.03,395,2388,100,38.73,23.3326
train_FD001,999040,40,67,2018-07-12 08:00:00,PGT,LTFJ,LTCG,-0.0009,0.0004,100,518.67,643.17,1595.13,1410.975,14.62,21.61,554.03,2388.1,9064.2,1.3,47.63,520.38,2388.14,8146.2,8.4525,0.03,394,2388,100,38.83,23.2187
train_FD001,999040,40,68,2018-07-12 10:27:19,PGT,LTCG,LTFJ,-0.0017,-0.0002,100,518.67,643.21,1584.57,1411.505,14.62,21.61,553.82,2388.14,9070.46,1.3,47.6,520.99,2388.1,8147.42,8.4554,0.03,392,2388,100,38.82,23.291
train_FD001,999040,40,69,2018-07-12 13:12:33,PGT,LTFJ,LTAU,-0.0004,-0.0003,100,518.67,642.88,1590.1,1412.8400000000001,14.62,21.61,553.09,2388.15,9066.12,1.3,47.72,520.79,2388.09,8142.27,8.4423,0.03,394,2388,100,38.69,23.2934
train_FD001,999040,40,70,2018-07-12 14:48:00,PGT,LTAU,LTFJ,-0.0019,-0.0004,100,518.67,643.24,1588.99,1416.4450000000002,14.62,21.61,552.4,2388.1,9070.77,1.3,47.6,521.02,2388.15,8147.3,8.4755,0.03,394,2388,100,38.83,23.2113
train_FD001,999040,40,71,2018-07-12 21:52:00,PGT,LTFJ,LTAT,0.0046,0.0003,100,518.67,643.05,1590.21,1410.975,14.62,21.61,552.87,2388.19,9064.55,1.3,47.78,521.99,2388.15,8137.03,8.4617,0.03,394,2388,100,38.84,23.1594
train_FD001,999040,40,72,2018-07-13 00:27:12,PGT,LTAT,LTFJ,-0.0029,0.0001,100,518.67,643.65,1591.38,1413.5349999999999,14.62,21.61,553.32,2388.13,9065.78,1.3,47.78,521.06,2388.17,8143.28,8.4781,0.03,394,2388,100,38.64,23.2279
train_FD001,999040,40,73,2018-07-13 02:42:00,PGT,LTFJ,LTCG,-0.0009,-0.0001,100,518.67,642.65,1589.15,1412.895,14.62,21.61,553.25,2388.13,9076.12,1.3,47.7,521.26,2388.11,8142.91,8.4727,0.03,394,2388,100,38.7,23.1671
train_FD001,999040,40,74,2018-07-13 04:40:49,PGT,LTCG,LTAF,-0.0019,0.0001,100,518.67,643.05,1601.65,1411.525,14.62,21.61,553.03,2388.08,9066.92,1.3,47.7,520.95,2388.09,8143.01,8.4593,0.03,394,2388,100,38.89,23.1446
train_FD001,999040,40,75,2018-07-13 06:35:09,PGT,LTAF,LTCG,-0.002,-0.0003,100,518.67,642.86,1592.16,1411.38,14.62,21.61,552.67,2388.15,9065.85,1.3,47.83,520.8,2388.15,8140.96,8.4163,0.03,394,2388,100,38.83,23.2337
train_FD001,999040,40,76,2018-07-13 08:24:00,PGT,LTCG,LTFJ,-0.0025,-0.0001,100,518.67,642.63,1593.34,1412.6399999999999,14.62,21.61,553.36,2388.14,9062.68,1.3,47.74,521.02,2388.11,8145.92,8.4555,0.03,394,2388,100,38.86,23.1957
train_FD001,999040,40,77,2018-07-13 11:30:00,PGT,LTFJ,LTCG,0.0023,-0.0003,100,518.67,643.29,1595.24,1406.46,14.62,21.61,552.96,2388.1,9071.81,1.3,47.62,520.94,2388.09,8141.99,8.4394,0.03,394,2388,100,38.7,23.3191
train_FD001,999040,40,78,2018-07-13 14:05:00,PGT,LTCG,LTFJ,-0.0022,-0.0002,100,518.67,643.35,1596.76,1410.4,14.62,21.61,553.02,2388.17,9071.91,1.3,47.6,520.68,2388.11,8144.87,8.4579,0.03,395,2388,100,38.74,23.204
train_FD001,999040,40,79,2018-07-13 16:45:00,PGT,LTFJ,URMG,-0.0024,-0.0003,100,518.67,642.49,1592.47,1411.1,14.62,21.61,553,2388.09,9066.05,1.3,47.56,521.07,2388.09,8150.23,8.477,0.03,395,2388,100,38.7,23.3213
train_FD001,999040,40,80,2018-07-13 19:45:00,PGT,URMG,LTFJ,0.0007,-0.0004,100,518.67,643.39,1595.58,1413.205,14.62,21.61,552.89,2388.17,9075.93,1.3,47.83,521.08,2388.16,8150.82,8.4484,0.03,394,2388,100,38.66,23.2514
train_FD001,999040,40,81,2018-07-13 23:14:13,PGT,LTFJ,LTAI,-0.0007,0.0003,100,518.67,642.99,1590.89,1413.145,14.62,21.61,552.33,2388.12,9071.42,1.3,47.86,521.44,2388.16,8149.87,8.4684,0.03,395,2388,100,38.71,23.3111
train_FD001,999005,5,55,2018-01-25 03:23:51,PGT,UKLL,LTFJ,-0.0012,-0.0002,100,518.67,642.28,1586.66,1396.49,14.62,21.61,554.24,2388.01,9067.91,1.3,47.45,522.42,2387.95,8153.71,8.4145,0.03,390,2388,100,38.97,23.5003
train_FD001,999005,5,56,2018-01-25 05:07:22,PGT,LTFJ,EDDS,-0.005,-0.0002,100,518.67,642.05,1576.18,1403.57,14.62,21.61,553.43,2388.01,9074.26,1.3,47.22,523.04,2387.98,8149.65,8.3815,0.03,393,2388,100,39,23.4514
train_FD001,999005,5,57,2018-01-25 06:06:24,PGT,LTFJ,EDDS,0.0011,-0.0004,100,518.67,642.34,1576.87,1395.05,14.62,21.61,554.16,2388.03,9072.57,1.3,47.08,522.12,2387.97,8150.97,8.4485,0.03,390,2388,100,38.8,23.3528
train_FD001,999005,5,58,2018-01-25 09:53:48,PGT,EDDS,LTFJ,0.0014,0.0005,100,518.67,642.29,1585.43,1402.8,14.62,21.61,554.33,2388.05,9061.47,1.3,47.46,522.81,2387.94,8154.44,8.3913,0.03,392,2388,100,38.86,23.4149
train_FD001,999005,5,59,2018-01-25 14:11:06,PGT,LTFJ,UGTB,-0.0016,-0.0001,100,518.67,642.99,1582.03,1400.14,14.62,21.61,554.69,2388.02,9069.5,1.3,47.43,522.21,2387.99,8144.93,8.3842,0.03,391,2388,100,38.95,23.4504
train_FD001,999005,5,60,2018-01-25 15:10:10,PGT,LTFJ,UGTB,0.0011,-0.0005,100,518.67,642.15,1593.61,1407.48,14.62,21.61,554.27,2387.97,9064.12,1.3,47.16,521.77,2387.99,8151.45,8.3796,0.03,390,2388,100,39.02,23.3962
train_FD001,999005,5,61,2018-01-25 18:20:00,PGT,UGTB,LTFJ,-0.0004,-0.0001,100,518.67,642.16,1583.08,1401.35,14.62,21.61,554.27,2388.02,9066.15,1.3,47.2,522.78,2387.99,8159.16,8.4122,0.03,392,2388,100,39.1,23.4195
train_FD001,999005,5,62,2018-01-25 19:38:09,PGT,UGTB,LTFJ,-0.0032,0.0003,100,518.67,642.18,1582.73,1396.24,14.62,21.61,554.33,2388.01,9067.12,1.3,47.34,522.68,2387.95,8152.08,8.422,0.03,391,2388,100,39.08,23.4154
train_FD001,999005,5,63,2018-01-25 21:55:00,PGT,LTFJ,LTAN,0.0009,-0.0005,100,518.67,642.38,1592.17,1400.48,14.62,21.61,554.47,2388.02,9073.63,1.3,47.26,522.34,2387.98,8148.93,8.4031,0.03,392,2388,100,39.08,23.4464
test_FD001,999150,50,55,2018-07-07 13:20:21,PGT,LTAC,LCEN,-0.0011,0.0003,100,518.67,642.65,1584.5,1399.8,14.62,21.61,553.68,2388.05,9063.57,1.3,47.16,522.02,2388.03,8145.34,8.4268,0.03,391,2388,100,39.07,23.3071
test_FD001,999150,50,56,2018-07-07 14:14:20,PGT,,,-0.0038,0.0001,100,518.67,642,1588.09,1404.45,14.62,21.61,554.25,2388.04,9059.68,1.3,47.13,522.39,2388.02,8145.68,8.4206,0.03,391,2388,100,38.94,23.4444
test_FD001,999150,50,57,2018-07-07 14:55:09,PGT,LCEN,LTAC,-0.0013,0.0003,100,518.67,642.84,1586.88,1398.35,14.62,21.61,553.69,2388.01,9066.5,1.3,47.19,521.85,2388.07,8146.23,8.4272,0.03,391,2388,100,38.88,23.4114
test_FD001,999150,50,58,2018-07-07 15:53:20,PGT,,,0.0005,0,100,518.67,642.29,1585.08,1405.76,14.62,21.61,553.82,2388.06,9064.42,1.3,47.4,521.36,2388.09,8143.28,8.414,0.03,393,2388,100,39.01,23.3222
test_FD001,999150,50,59,2018-07-07 16:59:21,PGT,LTAC,OJAI,0.0052,-0.0001,100,518.67,642.57,1592.43,1405.48,14.62,21.61,553.24,2388.03,9060.81,1.3,47.5,522.22,2388.1,8140.55,8.4049,0.03,392,2388,100,38.86,23.3664
test_FD001,999150,50,60,2018-07-07 18:27:20,PGT,,,0.0014,0.0004,100,518.67,642.73,1578.67,1401.41,14.62,21.61,554.35,2388.07,9058.58,1.3,47.42,521.6,2388.03,8144.45,8.4045,0.03,393,2388,100,38.9,23.3851
test_FD001,999150,50,61,2018-07-07 19:11:00,PGT,OJAI,LTAC,0.0003,-0.0002,100,518.67,642.78,1593.24,1408.42,14.62,21.6,553.88,2388.1,9060.71,1.3,47.5,522.01,2388.07,8140.97,8.4307,0.03,390,2388,100,38.81,23.4578
test_FD001,999150,50,62,2018-07-07 20:54:20,PGT,,,-0.0016,0.0003,100,518.67,642.98,1591.14,1406.52,14.62,21.61,554.27,2388.06,9061.37,1.3,47.36,521.95,2388.04,8147.52,8.4035,0.03,391,2388,100,38.97,23.3549
test_FD001,999150,50,63,2018-07-07 22:40:00,PGT,LTAC,LTFJ,0.0019,0.0002,100,518.67,642.67,1591.58,1400.76,14.62,21.61,553.48,2388.01,9065.39,1.3,47.32,522.16,2388.03,8143.66,8.455,0.03,393,2388,100,38.92,23.4667
test_FD001,999150,50,64,2018-07-07 23:45:20,PGT,,,-0.0049,0.0003,100,518.67,642.12,1587.08,1402.86,14.62,21.61,554.38,2388.07,9062.63,1.3,47.34,521.93,2387.97,8134.81,8.3941,0.03,393,2388,100,39.02,23.3518
test_FD001,999150,50,65,2018-07-08 00:29:00,PGT,LTFJ,LTBJ,-0.0017,-0.0004,100,518.67,642.51,1579.77,1403.35,14.62,21.61,553.69,2388.04,9062.4,1.3,47.36,521.6,2388.06,8144.89,8.4212,0.03,393,2388,100,38.78,23.3711
test_FD001,999150,50,66,2018-07-08 01:47:20,PGT,,,0.0031,0,100,518.67,642.74,1590.87,1402.81,14.62,21.61,554.05,2388.06,9063.81,1.3,47.48,521.75,2388.07,8137.64,8.4402,0.03,392,2388,100,38.94,23.3372
test_FD001,999150,50,67,2018-07-08 02:42:25,PGT,LTBJ,LTFJ,0.0001,0.0004,100,518.67,642.48,1582.51,1395.77,14.62,21.61,553.93,2388.04,9058.17,1.3,47.24,522.33,2388.03,8138.59,8.3996,0.03,393,2388,100,39,23.2895
test_FD001,999150,50,68,2018-07-08 03:21:20,PGT,,,0.0008,-0.0003,100,518.67,642.68,1588.17,1399.62,14.62,21.61,554.1,2388.08,9065.19,1.3,47.32,521.86,2388.07,8143.67,8.4067,0.03,393,2388,100,38.93,23.3323
test_FD001,999150,50,69,2018-07-08 04:16:00,PGT,LTFJ,LIRF,0.0014,-0.0004,100,518.67,642.53,1590.4,1410.505,14.62,21.61,554.04,2388.07,9056.88,1.3,47.29,521.94,2388.1,8142.54,8.4176,0.03,392,2388,100,38.87,23.1767
test_FD001,999150,50,70,2018-07-08 06:48:20,PGT,,,-0.0006,0.0005,100,518.67,642.38,1592.99,1407.13,14.62,21.61,554.19,2388.05,9058.83,1.3,47.53,522.33,2388.09,8140.06,8.441,0.03,392,2388,100,38.92,23.2425
test_FD001,999150,50,71,2018-07-08 08:55:00,PGT,LIRF,LTFJ,-0.0003,-0.0002,100,518.67,642.27,1583.24,1406.01,14.62,21.61,554.32,2388.04,9066.55,1.3,47.3,522.34,2388.06,8143.99,8.4311,0.03,394,2388,100,38.88,23.2445
test_FD001,999150,50,72,2018-07-08 10:58:20,PGT,,,0.0034,-0.0001,100,518.67,642.58,1582.81,1402.11,14.62,21.61,554.03,2388.04,9059.56,1.3,47.7,521.65,2388.04,8147.38,8.4488,0.03,391,2388,100,38.83,23.3836
test_FD001,999150,50,73,2018-07-08 12:00:00,PGT,LTFJ,LTAJ,-0.0001,-0.0002,100,518.67,642.52,1583.05,1403.49,14.62,21.61,554.08,2388.03,9067.44,1.3,47.48,522.31,2388.09,8142.86,8.435,0.03,393,2388,100,38.95,23.2755
test_FD001,999150,50,74,2018-07-08 13:36:20,PGT,,,0,0.0004,100,518.67,642.66,1582.59,1397.65,14.62,21.61,553.18,2388.05,9066.84,1.3,47.5,521.91,2388.06,8142.07,8.4719,0.03,393,2388,100,38.98,23.291
test_FD001,999155,55,82,2018-03-08 01:23:04,PGT,LTCB,LTFJ,0.0016,-0.0003,100,518.67,642.36,1590.08,1396.39,14.62,21.61,554.51,2388.07,9059.8,1.3,47.58,521.86,2388.1,8134.8,8.4098,0.03,394,2388,100,38.97,23.3499
test_FD001,999155,55,83,2018-03-08 03:48:30,PGT,LTFJ,LTAJ,0.0044,0.0004,100,518.67,642.71,1585.09,1399.32,14.62,21.61,553.89,2388.03,9059.44,1.3,47.39,522.09,2388.05,8142.45,8.4156,0.03,393,2388,100,38.94,23.3481
test_FD001,999155,55,84,2018-03-08 05:47:23,PGT,LTAJ,LTFJ,0.0026,0.0003,100,518.67,642.29,1585.42,1408.86,14.62,21.61,553.82,2388.03,9054.63,1.3,47.33,521.67,2388.08,8142.28,8.4175,0.03,392,2388,100,38.9,23.317
test_FD001,999155,55,85,2018-03-08 08:14:21,PGT,LTFJ,LTAF,0.001,-0.0005,100,518.67,641.9,1584.48,1403.52,14.62,21.61,554.09,2388.12,9051.94,1.3,47.48,521.96,2388.01,8138.07,8.4237,0.03,393,2388,100,39.03,23.4496
test_FD001,999155,55,86,2018-03-08 09:57:34,PGT,LTAF,LTFJ,-0.0001,0.0003,100,518.67,642.1,1593.63,1402.73,14.62,21.61,553.63,2387.96,9054.09,1.3,47.39,522.23,2388.06,8136.75,8.4127,0.03,391,2388,100,39.07,23.3984
test_FD001,999155,55,87,2018-03-08 11:40:00,PGT,LTFJ,LTAF,-0.0013,0.0001,100,518.67,642.37,1587.98,1396.39,14.62,21.61,553.54,2388.04,9050.89,1.3,47.44,521.76,2388.07,8135.68,8.4187,0.03,392,2388,100,38.93,23.2761
test_FD001,999155,55,88,2018-03-08 11:40:00,PGT,LTFJ,,-0.0037,0,100,518.67,642.2,1590.61,1402.31,14.62,21.61,554.91,2388.05,9056.26,1.3,47.52,521.94,2388.08,8142.28,8.4246,0.03,393,2388,100,39.05,23.3084
test_FD001,999155,55,89,2018-03-08 12:39:09,PGT,LTFJ,LTAF,0.0011,-0.0005,100,518.67,642.43,1591.09,1409.58,14.62,21.61,554.37,2388.07,9056.19,1.3,47.39,521.92,2388.09,8138.69,8.3782,0.03,392,2388,100,38.88,23.3421
test_FD001,999155,55,90,2018-03-08 14:12:23,PGT,LTAF,LTFJ,0.0005,-0.0002,100,518.67,642.75,1592.06,1407.15,14.62,21.61,554.22,2388.01,9053.33,1.3,47.32,522.1,2388.11,8136.85,8.4169,0.03,394,2388,100,39.08,23.3576
test_FD001,999155,55,91,2018-03-08 20:50:00,PGT,LTFJ,LTAU,0.0007,-0.0005,100,518.67,642.27,1586.01,1406.28,14.62,21.61,554.81,2388.04,9056.94,1.3,47.35,521.91,2388.05,8136.32,8.463,0.03,392,2388,100,38.86,23.3133
train_FD001,999005,5,64,2018-01-25 23:12:35,PGT,LTFJ,LTAN,-0.0001,-0.0001,100,518.67,642.5,1584.27,1400.08,14.62,21.61,555.48,2387.98,9063.76,1.3,47.19,522.64,2388.04,8153.87,8.4127,0.03,392,2388,100,38.86,23.333
train_FD001,999005,5,65,2018-01-26 00:58:08,PGT,LTAN,LTFJ,0.0018,-0.0003,100,518.67,642.19,1588.18,1395.2,14.62,21.61,554.3,2388.04,9068.21,1.3,47.29,522.79,2387.99,8150.81,8.3695,0.03,392,2388,100,38.91,23.4349
train_FD001,999005,5,66,2018-01-26 03:04:51,PGT,LTFJ,LTAC,-0.0018,0.0001,100,518.67,642.59,1587.38,1396.86,14.62,21.61,554.86,2388.02,9066.3,1.3,47.2,522.1,2388.01,8151.33,8.4186,0.03,392,2388,100,39.02,23.41
train_FD001,999005,5,67,2018-01-26 04:28:35,PGT,LTAC,LTFJ,0.0015,-0.0003,100,518.67,642.42,1582.86,1403.16,14.62,21.61,554.41,2388,9079.41,1.3,47.24,522.75,2387.94,8148.5,8.425,0.03,394,2388,100,38.83,23.359
train_FD001,999005,5,68,2018-01-26 06:08:16,PGT,LTFJ,LTCB,0.0017,-0.0002,100,518.67,642.21,1585.24,1402.72,14.62,21.6,554.86,2388.01,9074.78,1.3,47.29,522.21,2388,8148.28,8.4018,0.03,393,2388,100,38.97,23.362
train_FD001,999005,5,69,2018-01-26 08:12:51,PGT,LTCB,LTFJ,-0.0001,-0.0005,100,518.67,642.39,1588.63,1399.65,14.62,21.6,554.98,2387.99,9064.05,1.3,47.2,522.54,2387.96,8157.7,8.4232,0.03,391,2388,100,39.01,23.4197
train_FD001,999005,5,70,2018-01-26 09:55:00,PGT,LTFJ,LTCB,0.0014,-0.0005,100,518.67,642.38,1588.61,1400.56,14.62,21.61,554.18,2388.02,9065.71,1.3,47.09,522.95,2388,8149.73,8.3992,0.03,393,2388,100,38.97,23.3229
train_FD001,999005,5,71,2018-01-26 11:25:59,PGT,LTFJ,LTCB,-0.0028,0.0003,100,518.67,642.54,1580,1399.09,14.62,21.61,554.3,2387.93,9063.81,1.3,47.18,522.33,2388.01,8152.02,8.3848,0.03,393,2388,100,38.9,23.3537
train_FD001,999005,5,72,2018-01-26 13:28:52,PGT,LTCB,LTFJ,0.0025,0.0001,100,518.67,641.75,1587.26,1398.29,14.62,21.61,554.88,2387.98,9074.24,1.3,47.18,522.32,2387.98,8151.57,8.4278,0.03,392,2388,100,39.17,23.4179
train_FD001,999005,5,73,2018-01-26 20:25:35,PGT,LTFJ,LTCD,-0.0052,-0.0001,100,518.67,642.4,1584.88,1397.86,14.62,21.61,554.37,2388,9066.54,1.3,47.3,522.69,2387.98,8151.87,8.4312,0.03,391,2388,100,38.99,23.476
train_FD001,999005,5,74,2018-01-26 21:24:41,PGT,LTFJ,LTCD,-0.0015,-0.0002,100,518.67,641.96,1584.87,1397.48,14.62,21.61,554.48,2387.99,9073.5,1.3,47.19,522.91,2388.02,8155.93,8.3722,0.03,392,2388,100,39.19,23.3706
train_FD001,999005,5,75,2018-01-26 23:01:10,PGT,,,-0.0028,0.0001,100,518.67,642.14,1586.11,1407.84,14.62,21.61,554.78,2387.97,9067.04,1.3,47.23,522.39,2387.99,8147.16,8.3897,0.03,391,2388,100,39.08,23.3175
train_FD001,999005,5,76,2018-01-26 23:37:27,PGT,LTCD,LTFJ,0.0021,-0.0003,100,518.67,642.44,1589.66,1402.46,14.62,21.61,554.69,2388.04,9071.3,1.3,47.26,522.37,2388,8148.07,8.4148,0.03,393,2388,100,39.06,23.4094
train_FD001,999005,5,77,2018-01-27 01:20:00,PGT,LTFJ,EDDM,0.0002,0.0001,100,518.67,642.27,1580.93,1394.89,14.62,21.61,554.31,2387.97,9069.86,1.3,47.35,522.12,2388.04,8151.57,8.396,0.03,391,2388,100,39.07,23.3527
train_FD001,999005,5,78,2018-01-27 02:52:00,PGT,LTFJ,EDDM,0.0004,-0.0001,100,518.67,642.62,1580.17,1403.38,14.62,21.61,554.06,2388.03,9071.89,1.3,47.17,522.42,2387.99,8147.04,8.4102,0.03,391,2388,100,38.91,23.3657
train_FD001,999005,5,79,2018-01-27 06:30:52,PGT,EDDM,LTFJ,-0.0029,0.0004,100,518.67,641.94,1580.56,1403.69,14.62,21.61,554.62,2388.02,9078.81,1.3,47.14,522.36,2388,8149.62,8.4089,0.03,393,2388,100,39.13,23.5044
train_FD001,999005,5,80,2018-01-27 11:30:00,PGT,LTFJ,LTAC,0.0028,-0.0002,100,518.67,641.62,1581.93,1395.22,14.62,21.61,554.37,2388.02,9063.1,1.3,47.2,522.18,2388.01,8155.02,8.4027,0.03,392,2388,100,39.03,23.4596
train_FD001,999005,5,81,2018-01-27 12:56:56,PGT,LTFJ,LTAC,-0.0012,-0.0002,100,518.67,642.17,1591.08,1391.43,14.62,21.61,554.22,2387.95,9078.41,1.3,47.18,522.54,2388,8150.57,8.4152,0.03,391,2388,100,39.01,23.4228
train_FD001,999048,48,55,2018-01-15 05:23:10,PGT,,,0.0005,0,100,518.67,641.83,1587.16,1391.09,14.62,21.61,554.63,2388.01,9073.42,1.3,47.41,522.36,2387.98,8148.95,8.4202,0.03,392,2388,100,39.01,23.4659
train_FD001,999048,48,56,2018-01-15 08:55:00,PGT,LTFJ,LTAI,0.0019,-0.0001,100,518.67,642.55,1583,1397.4,14.62,21.61,553.67,2388.01,9066.65,1.3,47.26,521.95,2387.99,8152.41,8.4206,0.03,392,2388,100,38.88,23.4111
train_FD001,999048,48,57,2018-01-15 10:40:00,PGT,LTAI,LTFJ,0.001,0.0004,100,518.67,642.1,1587.39,1395.96,14.62,21.61,554.86,2387.99,9071.21,1.3,47.15,522.39,2387.98,8149.96,8.3931,0.03,392,2388,100,38.99,23.492
train_FD001,999048,48,58,2018-01-15 12:00:25,PGT,LTAI,LTFJ,0,0.0001,100,518.67,641.83,1584.25,1396.2,14.62,21.61,555.07,2388.02,9073.68,1.3,47.25,522.31,2388.02,8144.94,8.3891,0.03,392,2388,100,38.88,23.431
train_FD001,999048,48,59,2018-01-15 14:12:49,PGT,LTFJ,LTCG,0.0002,0,100,518.67,642.65,1587.84,1404.42,14.62,21.61,554.38,2388.05,9071.72,1.3,47.38,522.5,2388.01,8150.17,8.4353,0.03,392,2388,100,39.15,23.3756
train_FD001,999048,48,60,2018-01-15 20:16:42,PGT,LTCG,LTFJ,0.0008,0,100,518.67,642.58,1589.08,1399.29,14.62,21.61,554.83,2388.01,9070.49,1.3,47.26,522.17,2388.01,8149.02,8.435,0.03,392,2388,100,39.06,23.3687
